rowid	covariateId	covariateName	analysisId	conceptId	prev.out	prev.noout	value	value	direction
841	138278101	Condition occurrence record observed during 365d on or prior to cohort index:  138278-Sprains and strains of joints and adjacent muscles	101	138278	0	0.002891662	NA	0.1	0
842	138278201	Condition era record observed during anytime on or prior to cohort index:    138278-Sprains and strains of joints and adjacent muscles	201	138278	0.016460905	0.012332475	NA	0.1	0
843	138283101	Condition occurrence record observed during 365d on or prior to cohort index:  138283-Closed dislocation of sacrum	101	138283	0	0.000686605	NA	0.1	0
844	138283201	Condition era record observed during anytime on or prior to cohort index:    138283-Closed dislocation of sacrum	201	138283	0.002057613	0.001874959	NA	0.1	0
845	138379201	"Condition era record observed during anytime on or prior to cohort index:    138379-Chronic lymphoid leukemia, disease"	201	138379	0	0.000316894	NA	0.1	0
846	138384101	Condition occurrence record observed during 365d on or prior to cohort index:  138384-Acquired hypothyroidism	101	138384	0.002057613	0.002205057	NA	0.1	0
847	138384201	Condition era record observed during anytime on or prior to cohort index:    138384-Acquired hypothyroidism	201	138384	0.008230453	0.005836139	NA	0.1	0
848	138389101	Condition occurrence record observed during 365d on or prior to cohort index:  138389-Benign neoplasm of scalp and skin of neck	101	138389	0	0.002799234	NA	0.1	0
849	138389201	Condition era record observed during anytime on or prior to cohort index:    138389-Benign neoplasm of scalp and skin of neck	201	138389	0.010288066	0.013573645	NA	0.1	0
850	138455101	Condition occurrence record observed during 365d on or prior to cohort index:  138455-Stomatitis	101	138455	0.004115226	0.000541361	NA	0.1	0
851	138455201	Condition era record observed during anytime on or prior to cohort index:    138455-Stomatitis	201	138455	0.012345679	0.002231465	NA	0.1	0
852	138463101	Condition occurrence record observed during 365d on or prior to cohort index:  138463-Aphthous ulcer of mouth	101	138463	0	0.000633789	NA	0.1	0
853	138463201	Condition era record observed during anytime on or prior to cohort index:    138463-Aphthous ulcer of mouth	201	138463	0.00617284	0.003274576	NA	0.1	0
854	138466101	Condition occurrence record observed during 365d on or prior to cohort index:  138466-Leukoplakia of oral mucosa	101	138466	0.002057613	0.000356506	NA	0.1	0
855	138466201	Condition era record observed during anytime on or prior to cohort index:    138466-Leukoplakia of oral mucosa	201	138466	0.010288066	0.00204661	NA	0.1	0
856	138479201	Condition era record observed during anytime on or prior to cohort index:    138479-Thyroid dysfunction during pregnancy - baby not yet delivered	201	138479	0	0.000554565	NA	0.1	0
857	138502201	Condition era record observed during anytime on or prior to cohort index:    138502-Vitiligo	201	138502	0	0.001122334	NA	0.1	0
858	138519101	Condition occurrence record observed during 365d on or prior to cohort index:  138519-Spondylosis without myelopathy	101	138519	0	0.00117515	NA	0.1	0
859	138519201	Condition era record observed during anytime on or prior to cohort index:    138519-Spondylosis without myelopathy	201	138519	0.00617284	0.00446293	NA	0.1	0
860	138525101	Condition occurrence record observed during 365d on or prior to cohort index:  138525-Pain in limb	101	138525	0.059670782	0.050161748	NA	0.1	0
861	138525201	Condition era record observed during anytime on or prior to cohort index:    138525-Pain in limb	201	138525	0.244855967	0.175731168	NA	0.1	0
862	138604101	"Condition occurrence record observed during 365d on or prior to cohort index:  138604-Contusion of face, scalp and neck, excluding eye(s)"	101	138604	0	0.002521952	NA	0.1	0
863	138604201	"Condition era record observed during anytime on or prior to cohort index:    138604-Contusion of face, scalp and neck, excluding eye(s)"	201	138604	0.00617284	0.010615964	NA	0.1	0
864	138717101	Condition occurrence record observed during 365d on or prior to cohort index:  138717-Toxic diffuse goiter	101	138717	0.004115226	0.002205057	NA	0.1	0
865	138717201	Condition era record observed during anytime on or prior to cohort index:    138717-Toxic diffuse goiter	201	138717	0.008230453	0.005981382	NA	0.1	0
866	138821201	Condition era record observed during anytime on or prior to cohort index:    138821-Seborrhea	201	138821	0.002057613	0.000990295	NA	0.1	0
867	138825101	Condition occurrence record observed during 365d on or prior to cohort index:  138825-Actinic keratosis	101	138825	0.04526749	0.016425695	NA	0.1	0
868	138825201	Condition era record observed during anytime on or prior to cohort index:    138825-Actinic keratosis	201	138825	0.102880658	0.04332211	NA	0.1	0
869	138826201	Condition era record observed during anytime on or prior to cohort index:    138826-Acne varioliformis	201	138826	0	0.00050175	NA	0.1	0
870	138841101	Condition occurrence record observed during 365d on or prior to cohort index:  138841-Disorder of sacrum	101	138841	0.008230453	0.002640787	NA	0.1	0
871	138841201	Condition era record observed during anytime on or prior to cohort index:    138841-Disorder of sacrum	201	138841	0.020576132	0.009506833	NA	0.1	0
872	138845101	Condition occurrence record observed during 365d on or prior to cohort index:  138845-Rheumatism	101	138845	0	0.000646993	NA	0.1	0
873	138845201	Condition era record observed during anytime on or prior to cohort index:    138845-Rheumatism	201	138845	0.002057613	0.00241632	NA	0.1	0
874	138896101	Condition occurrence record observed during 365d on or prior to cohort index:  138896-Open wound of forehead without complication	101	138896	0	0.000911071	NA	0.1	0
875	138896201	Condition era record observed during anytime on or prior to cohort index:    138896-Open wound of forehead without complication	201	138896	0.00617284	0.004357298	NA	0.1	0
876	138996201	Condition era record observed during anytime on or prior to cohort index:    138996-Carcinoma in situ of skin	201	138996	0.002057613	0.000607381	NA	0.1	0
877	139057101	Condition occurrence record observed during 365d on or prior to cohort index:  139057-Disorder of oral soft tissues	101	139057	0	0.001320393	NA	0.1	0
878	139057201	Condition era record observed during anytime on or prior to cohort index:    139057-Disorder of oral soft tissues	201	139057	0.014403292	0.005783323	NA	0.1	0
879	139099101	Condition occurrence record observed during 365d on or prior to cohort index:  139099-Ingrowing nail	101	139099	0.008230453	0.004502542	NA	0.1	0
880	139099201	Condition era record observed during anytime on or prior to cohort index:    139099-Ingrowing nail	201	139099	0.03909465	0.018894831	NA	0.1	0
881	139179101	Condition occurrence record observed during 365d on or prior to cohort index:  139179-Open wound of lip without complication	101	139179	0	0.000409322	NA	0.1	0
882	139179201	Condition era record observed during anytime on or prior to cohort index:    139179-Open wound of lip without complication	201	139179	0.002057613	0.002363504	NA	0.1	0
883	139180201	Condition era record observed during anytime on or prior to cohort index:    139180-Open wound of multiple sites of face without complication	201	139180	0	0.000620585	NA	0.1	0
884	139188101	Condition occurrence record observed during 365d on or prior to cohort index:  139188-Open wound of scalp without complication	101	139188	0	0.001082723	NA	0.1	0
885	139188201	Condition era record observed during anytime on or prior to cohort index:    139188-Open wound of scalp without complication	201	139188	0	0.004674193	NA	0.1	0
886	139757201	Condition era record observed during anytime on or prior to cohort index:    139757-Malignant melanoma of skin of lower limb	201	139757	0.004115226	0.000660197	NA	0.1	0
887	139766201	Condition era record observed during anytime on or prior to cohort index:    139766-Carcinoma in situ of scalp and skin of neck	201	139766	0.002057613	0.000396118	NA	0.1	0
888	139841101	Condition occurrence record observed during 365d on or prior to cohort index:  139841-Chronic frontal sinusitis	101	139841	0.002057613	0.001016703	NA	0.1	0
889	139841201	Condition era record observed during anytime on or prior to cohort index:    139841-Chronic frontal sinusitis	201	139841	0.00617284	0.004185647	NA	0.1	0
890	139850101	Condition occurrence record observed during 365d on or prior to cohort index:  139850-Acute frontal sinusitis	101	139850	0.00617284	0.003881957	NA	0.1	0
891	139850201	Condition era record observed during anytime on or prior to cohort index:    139850-Acute frontal sinusitis	201	139850	0.028806584	0.01704628	NA	0.1	0
892	139900101	Condition occurrence record observed during 365d on or prior to cohort index:  139900-Urticaria	101	139900	0	0.004119628	NA	0.1	0
893	139900201	Condition era record observed during anytime on or prior to cohort index:    139900-Urticaria	201	139900	0.014403292	0.019713475	NA	0.1	0
894	139902101	Condition occurrence record observed during 365d on or prior to cohort index:  139902-Allergic urticaria	101	139902	0.004115226	0.00154486	NA	0.1	0
895	139902201	Condition era record observed during anytime on or prior to cohort index:    139902-Allergic urticaria	201	139902	0.016460905	0.006998085	NA	0.1	0
896	139906101	Condition occurrence record observed during 365d on or prior to cohort index:  139906-Intervertebral disc disorder of cervical region with myelopathy	101	139906	0.002057613	0.000977091	NA	0.1	0
897	139906201	Condition era record observed during anytime on or prior to cohort index:    139906-Intervertebral disc disorder of cervical region with myelopathy	201	139906	0.010288066	0.004423318	NA	0.1	0
898	140020201	Condition era record observed during anytime on or prior to cohort index:    140020-Viral exanthem	201	140020	0	0.000950683	NA	0.1	0
899	140027201	Condition era record observed during anytime on or prior to cohort index:    140027-Herpetic gingivostomatitis	201	140027	0.00617284	0.001016703	NA	0.1	0
900	140062201	Condition era record observed during anytime on or prior to cohort index:    140062-Iodine hypothyroidism	201	140062	0	0.000554565	NA	0.1	0
901	140090201	Condition era record observed during anytime on or prior to cohort index:    140090-Lesion of median nerve	201	140090	0.00617284	0.001465637	NA	0.1	0
902	140172201	Condition era record observed during anytime on or prior to cohort index:    140172-Erythematosquamous dermatosis	201	140172	0.002057613	0.000831848	NA	0.1	0
903	140173201	Condition era record observed during anytime on or prior to cohort index:    140173-Telogen effluvium	201	140173	0	0.000752624	NA	0.1	0
904	140176201	Condition era record observed during anytime on or prior to cohort index:    140176-Erythema nodosum	201	140176	0.002057613	0.000567769	NA	0.1	0
905	140190101	Condition occurrence record observed during 365d on or prior to cohort index:  140190-Disorder of back	101	140190	0.010288066	0.005083515	NA	0.1	0
906	140190201	Condition era record observed during anytime on or prior to cohort index:    140190-Disorder of back	201	140190	0.028806584	0.018274246	NA	0.1	0
907	140214101	Condition occurrence record observed during 365d on or prior to cohort index:  140214-Eruption	101	140214	0.020576132	0.013837724	NA	0.1	0
908	140214201	Condition era record observed during anytime on or prior to cohort index:    140214-Eruption	201	140214	0.059670782	0.055707401	NA	0.1	0
909	140259101	Condition occurrence record observed during 365d on or prior to cohort index:  140259-Open wound of face without complication	101	140259	0	0.000567769	NA	0.1	0
910	140259201	Condition era record observed during anytime on or prior to cohort index:    140259-Open wound of face without complication	201	140259	0.002057613	0.002838846	NA	0.1	0
911	140266101	Condition occurrence record observed during 365d on or prior to cohort index:  140266-Contusion of back	101	140266	0	0.000646993	NA	0.1	0
912	140266201	Condition era record observed during anytime on or prior to cohort index:    140266-Contusion of back	201	140266	0.00617284	0.003327392	NA	0.1	0
913	140273201	Condition era record observed during anytime on or prior to cohort index:    140273-Contusion of forearm	201	140273	0.002057613	0.002323893	NA	0.1	0
914	140357201	Condition era record observed during anytime on or prior to cohort index:    140357-Neoplasm of uncertain behavior of endocrine gland	201	140357	0.004115226	0.001227966	NA	0.1	0
915	140362201	Condition era record observed during anytime on or prior to cohort index:    140362-Hypoparathyroidism	201	140362	0	0.000567769	NA	0.1	0
916	140480101	Condition occurrence record observed during 365d on or prior to cohort index:  140480-Impetigo	101	140480	0.004115226	0.001016703	NA	0.1	0
917	140480201	Condition era record observed during anytime on or prior to cohort index:    140480-Impetigo	201	140480	0.012345679	0.004634581	NA	0.1	0
918	140489201	Condition era record observed during anytime on or prior to cohort index:    140489-Acquired acanthosis nigricans	201	140489	0	0.000699809	NA	0.1	0
919	140526201	Condition era record observed during anytime on or prior to cohort index:    140526-Congenital anomaly of endocrine gland	201	140526	0	0.000462138	NA	0.1	0
920	140570201	"Condition era record observed during anytime on or prior to cohort index:    140570-Open wound of back, uncomplicated"	201	140570	0	0.000382914	NA	0.1	0
921	140641101	Condition occurrence record observed during 365d on or prior to cohort index:  140641-Verruca vulgaris	101	140641	0.022633745	0.012939856	NA	0.1	0
922	140641201	Condition era record observed during anytime on or prior to cohort index:    140641-Verruca vulgaris	201	140641	0.090534979	0.053911666	NA	0.1	0
923	140648101	Condition occurrence record observed during 365d on or prior to cohort index:  140648-Onychomycosis due to dermatophyte	101	140648	0.014403292	0.007922361	NA	0.1	0
924	140648201	Condition era record observed during anytime on or prior to cohort index:    140648-Onychomycosis due to dermatophyte	201	140648	0.04526749	0.031227306	NA	0.1	0
925	140673101	Condition occurrence record observed during 365d on or prior to cohort index:  140673-Hypothyroidism	101	140673	0.08436214	0.041447151	NA	0.1	0
926	140673201	Condition era record observed during anytime on or prior to cohort index:    140673-Hypothyroidism	201	140673	0.12962963	0.075764178	NA	0.1	0
927	140803101	Condition occurrence record observed during 365d on or prior to cohort index:  140803-Idiopathic urticaria	101	140803	0	0.000699809	NA	0.1	0
928	140803201	Condition era record observed during anytime on or prior to cohort index:    140803-Idiopathic urticaria	201	140803	0.00617284	0.003116129	NA	0.1	0
929	140821101	Condition occurrence record observed during 365d on or prior to cohort index:  140821-Spasm	101	140821	0.008230453	0.007447019	NA	0.1	0
930	140821201	Condition era record observed during anytime on or prior to cohort index:    140821-Spasm	201	140821	0.04526749	0.026896415	NA	0.1	0
931	140823201	Condition era record observed during anytime on or prior to cohort index:    140823-Acquired musculoskeletal deformity	201	140823	0	0.00124117	NA	0.1	0
932	140842201	Condition era record observed during anytime on or prior to cohort index:    140842-Changes in skin texture	201	140842	0	0.000963887	NA	0.1	0
933	140949101	Condition occurrence record observed during 365d on or prior to cohort index:  140949-Infestation by Sarcoptes scabiei var hominis	101	140949	0.002057613	0.000858256	NA	0.1	0
934	140949201	Condition era record observed during anytime on or prior to cohort index:    140949-Infestation by Sarcoptes scabiei var hominis	201	140949	0.004115226	0.003525451	NA	0.1	0
935	140966101	Condition occurrence record observed during 365d on or prior to cohort index:  140966-Benign neoplasm of skin of face	101	140966	0.004115226	0.006192645	NA	0.1	0
936	140966201	Condition era record observed during anytime on or prior to cohort index:    140966-Benign neoplasm of skin of face	201	140966	0.016460905	0.027173698	NA	0.1	0
937	140976201	Condition era record observed during anytime on or prior to cohort index:    140976-Toxic uninodular goiter	201	140976	0	0.001043111	NA	0.1	0
938	141004201	Condition era record observed during anytime on or prior to cohort index:    141004-Lesion of radial nerve	201	141004	0.00617284	0.00080544	NA	0.1	0
939	141056101	Condition occurrence record observed during 365d on or prior to cohort index:  141056-Acute ethmoidal sinusitis	101	141056	0.002057613	0.000541361	NA	0.1	0
940	141056201	Condition era record observed during anytime on or prior to cohort index:    141056-Acute ethmoidal sinusitis	201	141056	0.00617284	0.003063313	NA	0.1	0
941	141090101	Condition occurrence record observed during 365d on or prior to cohort index:  141090-Pyogenic granuloma of skin	101	141090	0	0.00043573	NA	0.1	0
942	141090201	Condition era record observed during anytime on or prior to cohort index:    141090-Pyogenic granuloma of skin	201	141090	0	0.002429524	NA	0.1	0
943	141094201	Condition era record observed during anytime on or prior to cohort index:    141094-Lichen	201	141094	0	0.000316894	NA	0.1	0
944	141095101	Condition occurrence record observed during 365d on or prior to cohort index:  141095-Acne	101	141095	0.010288066	0.013784908	NA	0.1	0
945	141095201	Condition era record observed during anytime on or prior to cohort index:    141095-Acne	201	141095	0.026748971	0.04177725	NA	0.1	0
946	141104101	Condition occurrence record observed during 365d on or prior to cohort index:  141104-Intervertebral disc disorder of lumbar region with myelopathy	101	141104	0	0.001505249	NA	0.1	0
947	141104201	Condition era record observed during anytime on or prior to cohort index:    141104-Intervertebral disc disorder of lumbar region with myelopathy	201	141104	0.010288066	0.004885456	NA	0.1	0
948	141216101	Condition occurrence record observed during 365d on or prior to cohort index:  141216-Molluscum contagiosum infection	101	141216	0	0.000488546	NA	0.1	0
949	141216201	Condition era record observed during anytime on or prior to cohort index:    141216-Molluscum contagiosum infection	201	141216	0.002057613	0.002033406	NA	0.1	0
950	141232101	Condition occurrence record observed during 365d on or prior to cohort index:  141232-Malignant melanoma of skin	101	141232	0.002057613	0.000514953	NA	0.1	0
951	141232201	Condition era record observed during anytime on or prior to cohort index:    141232-Malignant melanoma of skin	201	141232	0.00617284	0.001729715	NA	0.1	0
952	141248101	Condition occurrence record observed during 365d on or prior to cohort index:  141248-Benign neoplasm of skin of lip	101	141248	0	0.000382914	NA	0.1	0
953	141248201	Condition era record observed during anytime on or prior to cohort index:    141248-Benign neoplasm of skin of lip	201	141248	0.00617284	0.00198059	NA	0.1	0
954	141249101	Condition occurrence record observed during 365d on or prior to cohort index:  141249-Benign neoplasm of thyroid gland	101	141249	0	0.000646993	NA	0.1	0
955	141249201	Condition era record observed during anytime on or prior to cohort index:    141249-Benign neoplasm of thyroid gland	201	141249	0.004115226	0.002653991	NA	0.1	0
956	141253101	Condition occurrence record observed during 365d on or prior to cohort index:  141253-Disorder of thyroid gland	101	141253	0	0.002693603	NA	0.1	0
957	141253201	Condition era record observed during anytime on or prior to cohort index:    141253-Disorder of thyroid gland	201	141253	0.020576132	0.010285865	NA	0.1	0
958	141323101	Condition occurrence record observed during 365d on or prior to cohort index:  141323-Acute maxillary sinusitis	101	141323	0.012345679	0.015659867	NA	0.1	0
959	141323201	Condition era record observed during anytime on or prior to cohort index:    141323-Acute maxillary sinusitis	201	141323	0.057613169	0.059906252	-0.39597157	0.49597157	-1
960	141371101	Condition occurrence record observed during 365d on or prior to cohort index:  141371-Pityriasis rosea	101	141371	0	0.00080544	NA	0.1	0
961	141371201	Condition era record observed during anytime on or prior to cohort index:    141371-Pityriasis rosea	201	141371	0	0.00328778	NA	0.1	0
962	141372201	Condition era record observed during anytime on or prior to cohort index:    141372-Contact dermatitis due to solvents	201	141372	0	0.00073942	NA	0.1	0
963	141474201	Condition era record observed during anytime on or prior to cohort index:    141474-Second degree burn of hand	201	141474	0.00617284	0.000924275	NA	0.1	0
964	141508201	Condition era record observed during anytime on or prior to cohort index:    141508-Dermatophytosis of scalp or beard	201	141508	0.002057613	0.001940978	NA	0.1	0
965	141648201	Condition era record observed during anytime on or prior to cohort index:    141648-Contact dermatitis due to cosmetics	201	141648	0	0.000660197	NA	0.1	0
966	141663201	Condition era record observed during anytime on or prior to cohort index:    141663-Osteomyelitis	201	141663	0.002057613	0.000792236	NA	0.1	0
967	141667201	Condition era record observed during anytime on or prior to cohort index:    141667-Laxity of ligament	201	141667	0	0.000488546	NA	0.1	0
968	141825101	Condition occurrence record observed during 365d on or prior to cohort index:  141825-Simple goiter	101	141825	0	0.000528157	NA	0.1	0
969	141825201	Condition era record observed during anytime on or prior to cohort index:    141825-Simple goiter	201	141825	0	0.002521952	NA	0.1	0
970	141932101	Condition occurrence record observed during 365d on or prior to cohort index:  141932-Seborrheic keratosis	101	141932	0.022633745	0.010259457	NA	0.1	0
971	141932201	Condition era record observed during anytime on or prior to cohort index:    141932-Seborrheic keratosis	201	141932	0.082304527	0.036086354	NA	0.1	0
972	141933101	Condition occurrence record observed during 365d on or prior to cohort index:  141933-Alopecia areata	101	141933	0	0.000845052	NA	0.1	0
973	141933201	Condition era record observed during anytime on or prior to cohort index:    141933-Alopecia areata	201	141933	0.002057613	0.003063313	NA	0.1	0
974	141934201	Condition era record observed during anytime on or prior to cohort index:    141934-Degenerative skin disorder	201	141934	0.004115226	0.001056315	NA	0.1	0
975	141941101	Condition occurrence record observed during 365d on or prior to cohort index:  141941-Cervical spondylosis without myelopathy	101	141941	0.016460905	0.008239255	NA	0.1	0
976	141941201	Condition era record observed during anytime on or prior to cohort index:    141941-Cervical spondylosis without myelopathy	201	141941	0.049382716	0.02640787	NA	0.1	0
977	141997201	Condition era record observed during anytime on or prior to cohort index:    141997-Open wound of forearm with complication	201	141997	0	0.000422526	NA	0.1	0
978	142026101	Condition occurrence record observed during 365d on or prior to cohort index:  142026-Disorder of cardiovascular prostheses and implants	101	142026	0.00617284	0.000316894	NA	0.1	0
979	142026201	Condition era record observed during anytime on or prior to cohort index:    142026-Disorder of cardiovascular prostheses and implants	201	142026	0.012345679	0.00124117	NA	0.1	0
980	192242101	Condition occurrence record observed during 365d on or prior to cohort index:  192242-Acute hepatitis C	101	192242	0	0.000792236	NA	0.1	0
981	192242201	Condition era record observed during anytime on or prior to cohort index:    192242-Acute hepatitis C	201	192242	0.004115226	0.003116129	NA	0.1	0
982	192273101	Condition occurrence record observed during 365d on or prior to cohort index:  192273-Benign neoplasm of adrenal gland	101	192273	0.002057613	0.000409322	NA	0.1	0
983	192273201	Condition era record observed during anytime on or prior to cohort index:    192273-Benign neoplasm of adrenal gland	201	192273	0.004115226	0.00154486	NA	0.1	0
984	192279101	Condition occurrence record observed during 365d on or prior to cohort index:  192279-Diabetic renal disease	101	192279	0.002057613	0.000792236	NA	0.1	0
985	192279201	Condition era record observed during anytime on or prior to cohort index:    192279-Diabetic renal disease	201	192279	0.002057613	0.001690104	NA	0.1	0
986	192286101	Condition occurrence record observed during 365d on or prior to cohort index:  192286-Intestinal disaccharidase deficiency	101	192286	0.004115226	0.001069519	NA	0.1	0
987	192286201	Condition era record observed during anytime on or prior to cohort index:    192286-Intestinal disaccharidase deficiency	201	192286	0.00617284	0.004330891	NA	0.1	0
988	192353101	Condition occurrence record observed during 365d on or prior to cohort index:  192353-Disorder of gallbladder	101	192353	0.00617284	0.002521952	NA	0.1	0
989	192353201	Condition era record observed during anytime on or prior to cohort index:    192353-Disorder of gallbladder	201	192353	0.020576132	0.010642371	NA	0.1	0
990	192357101	Condition occurrence record observed during 365d on or prior to cohort index:  192357-Paralytic ileus	101	192357	0	0.000686605	NA	0.1	0
991	192357201	Condition era record observed during anytime on or prior to cohort index:    192357-Paralytic ileus	201	192357	0.00617284	0.003314188	NA	0.1	0
992	192359101	Condition occurrence record observed during 365d on or prior to cohort index:  192359-Renal failure syndrome	101	192359	0.004115226	0.000462138	NA	0.1	0
993	192359201	Condition era record observed during anytime on or prior to cohort index:    192359-Renal failure syndrome	201	192359	0.010288066	0.001584472	NA	0.1	0
994	192360201	Condition era record observed during anytime on or prior to cohort index:    192360-Cyst and pseudocyst of pancreas	201	192360	0.002057613	0.00080544	NA	0.1	0
995	192363201	Condition era record observed during anytime on or prior to cohort index:    192363-Obstruction of gallbladder	201	192363	0	0.000396118	NA	0.1	0
996	192367101	Condition occurrence record observed during 365d on or prior to cohort index:  192367-Dysplasia of cervix	101	192367	0	0.003129333	NA	0.1	0
997	192367201	Condition era record observed during anytime on or prior to cohort index:    192367-Dysplasia of cervix	201	192367	0.018518519	0.018709976	NA	0.1	0
998	192385201	"Condition era record observed during anytime on or prior to cohort index:    192385-Tumor of uterine body complicating antenatal care, baby not yet delivered"	201	192385	0	0.000779032	NA	0.1	0
999	192438201	Condition era record observed during anytime on or prior to cohort index:    192438-Abdominal mass	201	192438	0.002057613	0.000356506	NA	0.1	0
1000	192450101	Condition occurrence record observed during 365d on or prior to cohort index:  192450-Retention of urine	101	192450	0	0.001095927	NA	0.1	0
1001	192450201	Condition era record observed during anytime on or prior to cohort index:    192450-Retention of urine	201	192450	0.016460905	0.004859048	NA	0.1	0
1002	192577201	Condition era record observed during anytime on or prior to cohort index:    192577-Carcinoma in situ of female genital organ	201	192577	0.00617284	0.00087146	NA	0.1	0
1003	192667101	Condition occurrence record observed during 365d on or prior to cohort index:  192667-Atrophic gastritis	101	192667	0.00617284	0.004066812	NA	0.1	0
1004	192667201	Condition era record observed during anytime on or prior to cohort index:    192667-Atrophic gastritis	201	192667	0.028806584	0.017085892	NA	0.1	0
1005	192671101	Condition occurrence record observed during 365d on or prior to cohort index:  192671-Gastrointestinal hemorrhage	101	192671	0.00617284	0.002838846	NA	0.1	0
1006	192671201	Condition era record observed during anytime on or prior to cohort index:    192671-Gastrointestinal hemorrhage	201	192671	0.030864198	0.013705684	NA	0.1	0
1007	192673201	Condition era record observed during anytime on or prior to cohort index:    192673-Vascular insufficiency of intestine	201	192673	0.004115226	0.000858256	NA	0.1	0
1008	192676101	Condition occurrence record observed during 365d on or prior to cohort index:  192676-Cervical intraepithelial neoplasia grade 1	101	192676	0.004115226	0.004423318	NA	0.1	0
1009	192676201	Condition era record observed during anytime on or prior to cohort index:    192676-Cervical intraepithelial neoplasia grade 1	201	192676	0.010288066	0.014761999	NA	0.1	0
1010	192683201	Condition era record observed during anytime on or prior to cohort index:    192683-Uterovaginal prolapse	201	192683	0	0.001214762	NA	0.1	0
1011	192691201	Condition era record observed during anytime on or prior to cohort index:    192691-Diabetes mellitus during pregnancy - baby not yet delivered	201	192691	0	0.001492045	NA	0.1	0
1012	192731101	Condition occurrence record observed during 365d on or prior to cohort index:  192731-Digestive symptom	101	192731	0.008230453	0.003921569	NA	0.1	0
1013	192731201	Condition era record observed during anytime on or prior to cohort index:    192731-Digestive symptom	201	192731	0.032921811	0.01741599	NA	0.1	0
1014	192854101	Condition occurrence record observed during 365d on or prior to cohort index:  192854-Intramural leiomyoma of uterus	101	192854	0	0.001901367	NA	0.1	0
1015	192854201	Condition era record observed during anytime on or prior to cohort index:    192854-Intramural leiomyoma of uterus	201	192854	0	0.009374794	NA	0.1	0
1016	192859201	Condition era record observed during anytime on or prior to cohort index:    192859-Postablative ovarian failure	201	192859	0.00617284	0.001927774	NA	0.1	0
1017	192885101	Condition occurrence record observed during 365d on or prior to cohort index:  192885-Tarsal tunnel syndrome	101	192885	0	0.000316894	NA	0.1	0
1018	192885201	Condition era record observed during anytime on or prior to cohort index:    192885-Tarsal tunnel syndrome	201	192885	0.002057613	0.001769327	NA	0.1	0
1019	192956101	Condition occurrence record observed during 365d on or prior to cohort index:  192956-Cholecystitis	101	192956	0	0.002152241	NA	0.1	0
1020	192956201	Condition era record observed during anytime on or prior to cohort index:    192956-Cholecystitis	201	192956	0.004115226	0.009625668	NA	0.1	0
1021	192963101	Condition occurrence record observed during 365d on or prior to cohort index:  192963-Disorder of pancreas	101	192963	0.002057613	0.000594177	NA	0.1	0
1022	192963201	Condition era record observed during anytime on or prior to cohort index:    192963-Disorder of pancreas	201	192963	0.00617284	0.001795735	NA	0.1	0
1023	192978101	Condition occurrence record observed during 365d on or prior to cohort index:  192978-First degree perineal tear during delivery - delivered	101	192978	0	0.000897868	NA	0.1	0
1024	192978201	Condition era record observed during anytime on or prior to cohort index:    192978-First degree perineal tear during delivery - delivered	201	192978	0	0.005030699	NA	0.1	0
1025	193016101	Condition occurrence record observed during 365d on or prior to cohort index:  193016-Cystic disease of kidney	101	193016	0.002057613	0.000779032	NA	0.1	0
1026	193016201	Condition era record observed during anytime on or prior to cohort index:    193016-Cystic disease of kidney	201	193016	0.008230453	0.002812438	NA	0.1	0
1027	193020101	Condition occurrence record observed during 365d on or prior to cohort index:  193020-Incomplete emptying of bladder	101	193020	0.002057613	0.000752624	NA	0.1	0
1028	193020201	Condition era record observed during anytime on or prior to cohort index:    193020-Incomplete emptying of bladder	201	193020	0.008230453	0.002772826	NA	0.1	0
1029	193165101	Condition occurrence record observed during 365d on or prior to cohort index:  193165-Disorder of adrenal gland	101	193165	0.004115226	0.000911071	NA	0.1	0
1030	193165201	Condition era record observed during anytime on or prior to cohort index:    193165-Disorder of adrenal gland	201	193165	0.008230453	0.00278603	NA	0.1	0
1031	193238201	Condition era record observed during anytime on or prior to cohort index:    193238-Acute appendicitis with peritoneal abscess	201	193238	0	0.001082723	NA	0.1	0
1032	193239201	Condition era record observed during anytime on or prior to cohort index:    193239-Diverticulitis of small intestine	201	193239	0.002057613	0.000792236	NA	0.1	0
1033	193242201	Condition era record observed during anytime on or prior to cohort index:    193242-Perforation of intestine	201	193242	0.002057613	0.000660197	NA	0.1	0
1034	193249201	Condition era record observed during anytime on or prior to cohort index:    193249-Acute hemorrhagic gastritis	201	193249	0	0.000620585	NA	0.1	0
1035	193250201	Condition era record observed during anytime on or prior to cohort index:    193250-Gastric hemorrhage	201	193250	0	0.000580973	NA	0.1	0
1036	193251101	Condition occurrence record observed during 365d on or prior to cohort index:  193251-Umbilical hernia without obstruction AND without gangrene	101	193251	0.004115226	0.001795735	NA	0.1	0
1037	193251201	Condition era record observed during anytime on or prior to cohort index:    193251-Umbilical hernia without obstruction AND without gangrene	201	193251	0.016460905	0.007579059	NA	0.1	0
1038	193252201	Condition era record observed during anytime on or prior to cohort index:    193252-Diverticulosis of small intestine	201	193252	0.002057613	0.000541361	NA	0.1	0
1039	193253201	Condition era record observed during anytime on or prior to cohort index:    193253-Nephritis	201	193253	0.002057613	0.001135538	NA	0.1	0
1040	193255101	"Condition occurrence record observed during 365d on or prior to cohort index:  193255-Noninflammatory disorders of the ovary, fallopian tube and broad ligament"	101	193255	0.002057613	0.001201558	NA	0.1	0
